,YY,MM,DD,ST,PL,MD,DU,TSP,Q_TSP,SO2,Q_SO2,SO4,Q_SO4,HG,Q_HG,PB,Q_PB,CD,Q_CD,NO2,Q_NO2,NO,Q_NO,Примечание,с  аэрозол,Unnamed: 25,Unnamed: 26,Unnamed: 27,y_m
1033,87.0,3.0,23.0,4.0,1.0,1.0,1.0,96.0,0.0,0.54,0.0,17.0,0.0,2.3,0.0,19,0.0,0.35,0.0,,,,,,0.19791666666666666,,,,1987-03-23
1034,87.0,3.0,24.0,4.0,1.0,1.0,1.0,47.0,0.0,0.24,0.0,9.9,0.0,2.7,0.0,18,0.0,0.69,0.0,,,,,,0.3829787234042553,,,,1987-03-24
1035,87.0,3.0,25.0,4.0,1.0,1.0,1.0,38.0,0.0,0.16,0.0,5.2,0.0,1,3.0,20,0.0,0.49,0.0,,,,,,0.5263157894736842,,,,1987-03-25
1036,87.0,3.0,26.0,4.0,1.0,1.0,1.0,48.0,0.0,0.16,0.0,5.3,0.0,1,3.0,21,0.0,0.5,0.0,,,,,,0.4375,,,,1987-03-26
1037,87.0,3.0,27.0,4.0,1.0,1.0,1.0,78.0,0.0,0.2,0.0,13.0,0.0,1,3.0,22,0.0,0.75,0.0,,,,,,0.28205128205128205,,,,1987-03-27
1038,87.0,3.0,28.0,4.0,1.0,1.0,1.0,48.0,0.0,0.16,0.0,8.0,0.0,3,0.0,20,0.0,0.38,0.0,,,,,,0.4166666666666667,,,,1987-03-28
1039,87.0,3.0,29.0,4.0,1.0,1.0,1.0,47.0,0.0,0.18,0.0,8.8,0.0,1,3.0,21,0.0,0.38,0.0,,,,,,0.44680851063829785,,,,1987-03-29
1040,87.0,3.0,30.0,4.0,1.0,1.0,1.0,52.0,0.0,0.16,0.0,9.0,0.0,20,0.0,13,0.0,0.28,0.0,,,,,,0.25,,,,1987-03-30
1041,87.0,3.0,31.0,4.0,1.0,1.0,1.0,69.0,0.0,0.18,0.0,7.0,0.0,,,14,0.0,0.33,0.0,,,,,,0.2028985507246377,,,,1987-03-31
1042,87.0,4.0,1.0,4.0,1.0,1.0,1.0,55.0,0.0,,,5.7,0.0,3.1,0.0,20,0.0,0.29,0.0,,,,,,0.36363636363636365,,,,1987-04-01
1043,87.0,4.0,2.0,4.0,1.0,1.0,1.0,48.0,0.0,,,8.4,0.0,3.8,0.0,16,0.0,0.59,0.0,,,,,,0.3333333333333333,,,,1987-04-02
1044,87.0,4.0,3.0,4.0,1.0,1.0,1.0,70.0,0.0,,,6.0,0.0,5.3,0.0,10,0.0,0.49,0.0,,,,,,0.14285714285714285,,,,1987-04-03
1045,87.0,4.0,4.0,4.0,1.0,1.0,1.0,65.0,0.0,,,5.9,0.0,4.5,0.0,13,0.0,0.47,0.0,,,,,,0.2,,,,1987-04-04
1046,87.0,4.0,5.0,4.0,1.0,1.0,1.0,66.0,0.0,,,5.4,0.0,4.3,0.0,8,0.0,0.25,0.0,,,,,,0.12121212121212122,,,,1987-04-05
1047,87.0,4.0,6.0,4.0,1.0,1.0,1.0,45.0,0.0,,,6.4,0.0,8.7,0.0,1,3.0,0.41,0.0,,,,,,0.022222222222222223,,,,1987-04-06
1048,87.0,4.0,7.0,4.0,1.0,1.0,1.0,27.0,0.0,,,3.3,0.0,3.7,0.0,2,0.0,0.1,3.0,,,,,,0.07407407407407407,,,,1987-04-07
1049,87.0,4.0,8.0,4.0,1.0,1.0,1.0,29.0,0.0,,,3.4,0.0,7.1,0.0,1,3.0,0.1,3.0,,,,,,0.034482758620689655,,,,1987-04-08
1050,87.0,4.0,9.0,4.0,1.0,1.0,1.0,35.0,0.0,,,4.2,0.0,5.8,0.0,17,0.0,0.58,0.0,,,,,,0.4857142857142857,,,,1987-04-09
1051,87.0,4.0,10.0,4.0,1.0,1.0,1.0,44.0,0.0,,,2.3,0.0,4.1,0.0,18,0.0,0.61,0.0,,,,,,0.4090909090909091,,,,1987-04-10
1052,87.0,4.0,11.0,4.0,1.0,1.0,1.0,34.0,0.0,,,2.3,0.0,4.7,0.0,7,0.0,0.27,0.0,,,,,,0.20588235294117646,,,,1987-04-11
1053,87.0,4.0,12.0,4.0,1.0,1.0,1.0,34.0,0.0,,,3.1,0.0,5.5,0.0,5.4,0.0,0.44,0.0,,,,,,0.15882352941176472,,,,1987-04-12
1054,87.0,4.0,13.0,4.0,1.0,1.0,1.0,47.0,0.0,,,6.3,0.0,3.6,0.0,7.5,0.0,0.33,0.0,,,,,,0.1595744680851064,,,,1987-04-13
1055,87.0,4.0,14.0,4.0,1.0,1.0,1.0,49.0,0.0,,,3.3,0.0,4.5,0.0,16,0.0,0.7,0.0,,,,,,0.32653061224489793,,,,1987-04-14
1056,87.0,4.0,15.0,4.0,1.0,1.0,1.0,41.0,0.0,,,4.1,0.0,3.3,0.0,9.4,0.0,0.46,0.0,,,,,,0.22926829268292684,,,,1987-04-15
1057,87.0,4.0,16.0,4.0,1.0,1.0,1.0,34.0,0.0,,,5.6,0.0,4.1,0.0,6.5,0.0,0.4,0.0,,,,,,0.19117647058823528,,,,1987-04-16
1058,87.0,4.0,17.0,4.0,1.0,1.0,1.0,18.0,0.0,,,3.4,0.0,3.2,0.0,1,3.0,0.32,0.0,,,,,,0.05555555555555555,,,,1987-04-17
1059,87.0,4.0,18.0,4.0,1.0,1.0,1.0,13.0,0.0,,,2.5,0.0,2,0.0,1,3.0,0.1,3.0,,,,,,0.07692307692307693,,,,1987-04-18
1060,87.0,4.0,19.0,4.0,1.0,1.0,1.0,11.0,0.0,,,2.4,0.0,2,0.0,1,3.0,0.1,3.0,,,,,,0.09090909090909091,,,,1987-04-19
1061,87.0,4.0,20.0,4.0,1.0,1.0,1.0,16.0,0.0,,,2.7,0.0,2.6,0.0,1,3.0,0.25,0.0,,,,,,0.0625,,,,1987-04-20
1062,87.0,4.0,21.0,4.0,1.0,1.0,1.0,22.0,0.0,,,1.8,0.0,2.4,0.0,1,3.0,0.23,0.0,,,,,,0.045454545454545456,,,,1987-04-21
1063,87.0,4.0,22.0,4.0,1.0,1.0,1.0,26.0,0.0,3.1,0.0,3.0,0.0,2.4,0.0,3,0.0,0.37,0.0,,,,,,0.11538461538461539,,,,1987-04-22
1064,87.0,4.0,23.0,4.0,1.0,1.0,1.0,40.0,0.0,3.4,0.0,3.0,0.0,2.3,0.0,6.7,0.0,0.1,3.0,,,,,,0.1675,,,,1987-04-23
1065,87.0,4.0,24.0,4.0,1.0,1.0,1.0,51.0,0.0,1.2,0.0,2.0,0.0,2.7,0.0,9.9,0.0,0.77,0.0,,,,,,0.19411764705882353,,,,1987-04-24
1066,87.0,4.0,25.0,4.0,1.0,1.0,1.0,39.0,0.0,0.68,0.0,1.4,0.0,1,3.0,1,3.0,0.1,3.0,,,,,,0.02564102564102564,,,,1987-04-25
1067,87.0,4.0,26.0,4.0,1.0,1.0,1.0,43.0,0.0,3.5,0.0,4.2,0.0,1,3.0,7.5,0.0,0.31,0.0,,,,,,0.1744186046511628,,,,1987-04-26
1068,87.0,4.0,27.0,4.0,1.0,1.0,1.0,35.0,0.0,2.8,0.0,2.9,0.0,1,3.0,9.3,0.0,0.1,3.0,,,,,,0.26571428571428574,,,,1987-04-27
1069,87.0,4.0,28.0,4.0,1.0,1.0,1.0,59.0,0.0,3.7,0.0,1.8,0.0,3,0.0,7.9,0.0,0.36,0.0,,,,,,0.13389830508474576,,,,1987-04-28
1070,87.0,4.0,29.0,4.0,1.0,1.0,1.0,67.0,0.0,2.2,0.0,4.7,0.0,1,3.0,11,0.0,0.5,0.0,,,,,,0.16417910447761194,,,,1987-04-29
1071,87.0,4.0,30.0,4.0,1.0,1.0,1.0,54.0,0.0,1.7,0.0,4.4,0.0,2,0.0,12,0.0,0.37,0.0,,,,,,0.2222222222222222,,,,1987-04-30
1072,87.0,5.0,1.0,4.0,1.0,1.0,1.0,44.0,0.0,2.7,0.0,2.3,0.0,2,0.0,4.7,0.0,0.1,3.0,,,,,,0.10681818181818183,,,,1987-05-01
1073,87.0,5.0,2.0,4.0,1.0,1.0,1.0,52.0,0.0,2.4,0.0,1.9,0.0,2.9,0.0,6.9,0.0,0.1,3.0,,,,,,0.1326923076923077,,,,1987-05-02
1074,87.0,5.0,3.0,4.0,1.0,1.0,1.0,48.0,0.0,0.9,0.0,1.6,0.0,3.5,0.0,3.5,0.0,0.3,0.0,,,,,,0.07291666666666667,,,,1987-05-03
1075,87.0,5.0,4.0,4.0,1.0,1.0,1.0,82.0,0.0,0.94,0.0,4.3,0.0,2.7,0.0,15,0.0,0.51,0.0,,,,,,0.18292682926829268,,,,1987-05-04
1076,87.0,5.0,5.0,4.0,1.0,1.0,1.0,54.0,0.0,1.5,0.0,2.4,0.0,2,0.0,8.9,0.0,0.36,0.0,,,,,,0.16481481481481483,,,,1987-05-05
1077,87.0,5.0,6.0,4.0,1.0,1.0,1.0,106.0,0.0,0.56,0.0,4.8,0.0,4.7,0.0,12,0.0,0.28,0.0,,,,,,0.11320754716981132,,,,1987-05-06
1078,87.0,5.0,7.0,4.0,1.0,1.0,1.0,148.0,0.0,0.7,0.0,5.4,0.0,6.2,0.0,13,0.0,0.24,0.0,,,,,,0.08783783783783784,,,,1987-05-07
1079,87.0,5.0,14.0,4.0,1.0,1.0,1.0,89.0,0.0,2.7,0.0,5.8,0.0,6.4,0.0,20,0.0,0.39,0.0,,,,,,0.2247191011235955,,,,1987-05-14
1080,87.0,5.0,15.0,4.0,1.0,1.0,1.0,73.0,0.0,0.88,0.0,4.6,0.0,6.5,0.0,14,0.0,0.1,3.0,,,,,,0.1917808219178082,,,,1987-05-15
1081,87.0,5.0,16.0,4.0,1.0,1.0,1.0,75.0,0.0,0.26,0.0,5.5,0.0,3.6,0.0,13,0.0,0.1,3.0,,,,,,0.17333333333333334,,,,1987-05-16
1082,87.0,5.0,19.0,4.0,1.0,1.0,1.0,92.0,0.0,0.62,0.0,4.1,0.0,3.3,0.0,6.5,0.0,0.1,3.0,,,,,,0.07065217391304347,,,,1987-05-19
1083,87.0,5.0,20.0,4.0,1.0,1.0,1.0,106.0,0.0,0.11,0.0,6.2,0.0,4,0.0,17,0.0,0.42,0.0,,,,,,0.16037735849056603,,,,1987-05-20
1084,87.0,5.0,21.0,4.0,1.0,1.0,1.0,105.0,0.0,0.31,0.0,3.8,0.0,5.8,0.0,11,0.0,0.21,0.0,,,,,,0.10476190476190476,,,,1987-05-21
1085,87.0,5.0,22.0,4.0,1.0,1.0,1.0,119.0,0.0,0.54,0.0,3.1,0.0,17,0.0,10,0.0,0.1,3.0,,,,,,0.08403361344537816,,,,1987-05-22
1086,87.0,5.0,23.0,4.0,1.0,1.0,1.0,103.0,0.0,0.76,0.0,3.3,0.0,7,0.0,7.9,0.0,0.1,3.0,,,,,,0.0766990291262136,,,,1987-05-23
1087,87.0,5.0,24.0,4.0,1.0,1.0,1.0,66.0,0.0,0.05,0.0,1.3,0.0,3.9,0.0,4.7,0.0,0.1,3.0,,,,,,0.07121212121212121,,,,1987-05-24
1088,87.0,5.0,25.0,4.0,1.0,1.0,1.0,52.0,0.0,0.08,0.0,0.5,0.0,7.9,0.0,6.2,0.0,0.1,3.0,,,,,,0.11923076923076924,,,,1987-05-25
1089,87.0,5.0,26.0,4.0,1.0,1.0,1.0,58.0,0.0,,,0.8,0.0,7.4,0.0,1,3.0,0.1,3.0,,,,,,0.017241379310344827,,,,1987-05-26
1090,87.0,5.0,27.0,4.0,1.0,1.0,1.0,61.0,0.0,,,1.6,0.0,9.4,0.0,7,0.0,0.1,3.0,,,,,,0.11475409836065574,,,,1987-05-27
1091,87.0,5.0,28.0,4.0,1.0,1.0,1.0,52.0,0.0,,,1.1,0.0,3.2,0.0,2.9,0.0,0.24,0.0,,,,,,0.055769230769230765,,,,1987-05-28
1092,87.0,5.0,29.0,4.0,1.0,1.0,1.0,56.0,0.0,0.07,0.0,2.2,0.0,8.8,0.0,5.8,0.0,0.1,3.0,,,,,,0.10357142857142856,,,,1987-05-29
1093,87.0,5.0,30.0,4.0,1.0,1.0,1.0,54.0,0.0,0.19,0.0,4.4,0.0,27,0.0,11,0.0,0.56,0.0,,,,,,0.2037037037037037,,,,1987-05-30
1094,87.0,5.0,31.0,4.0,1.0,1.0,1.0,68.0,0.0,0.22,0.0,5.7,0.0,15,0.0,16,0.0,0.52,0.0,,,,,,0.23529411764705882,,,,1987-05-31
1095,87.0,6.0,1.0,4.0,1.0,1.0,1.0,103.0,0.0,,,6.2,0.0,6.6,0.0,10,0.0,0.29,0.0,,,,,,0.0970873786407767,,,,1987-06-01
1096,87.0,6.0,2.0,4.0,1.0,1.0,1.0,79.0,0.0,,,6.7,0.0,27,0.0,8.4,0.0,0.1,3.0,,,,,,0.10632911392405063,,,,1987-06-02
1097,87.0,6.0,3.0,4.0,1.0,1.0,1.0,45.0,0.0,,,3.1,0.0,4.3,0.0,4.3,0.0,0.1,3.0,,,,,,0.09555555555555555,,,,1987-06-03
1098,87.0,6.0,4.0,4.0,1.0,1.0,1.0,54.0,0.0,,,1.7,0.0,37,0.0,5.3,0.0,0.1,3.0,,,,,,0.09814814814814815,,,,1987-06-04
1099,87.0,6.0,5.0,4.0,1.0,1.0,1.0,49.0,0.0,,,1.1,0.0,3.8,0.0,12,0.0,0.48,0.0,,,,,,0.24489795918367346,,,,1987-06-05
1100,87.0,6.0,6.0,4.0,1.0,1.0,1.0,68.0,0.0,,,5.5,0.0,53,0.0,8.9,0.0,0.27,0.0,,,,,,0.13088235294117648,,,,1987-06-06
1101,87.0,6.0,7.0,4.0,1.0,1.0,1.0,81.0,0.0,,,7.5,0.0,4.8,0.0,20,0.0,0.33,0.0,,,,,,0.24691358024691357,,,,1987-06-07
1102,87.0,6.0,8.0,4.0,1.0,1.0,1.0,55.0,0.0,,,4.2,0.0,29,0.0,6,0.0,0.1,3.0,,,,,,0.10909090909090909,,,,1987-06-08
1103,87.0,6.0,9.0,4.0,1.0,1.0,1.0,81.0,0.0,,,6.7,0.0,10,0.0,13,0.0,0.28,0.0,,,,,,0.16049382716049382,,,,1987-06-09
1104,87.0,6.0,10.0,4.0,1.0,1.0,1.0,83.0,0.0,,,5.6,0.0,5.3,0.0,10,0.0,0.24,0.0,,,,,,0.12048192771084337,,,,1987-06-10
1105,87.0,6.0,11.0,4.0,1.0,1.0,1.0,60.0,0.0,,,6.2,0.0,3.7,0.0,15,0.0,0.46,0.0,,,,,,0.25,,,,1987-06-11
1106,87.0,6.0,12.0,4.0,1.0,1.0,1.0,43.0,0.0,,,4.7,0.0,6,0.0,7.3,0.0,0.1,3.0,,,,,,0.1697674418604651,,,,1987-06-12
1107,87.0,6.0,13.0,4.0,1.0,1.0,1.0,41.0,0.0,,,9.5,0.0,2.9,0.0,10,0.0,0.38,0.0,,,,,,0.24390243902439024,,,,1987-06-13
1108,87.0,6.0,14.0,4.0,1.0,1.0,1.0,41.0,0.0,,,5.4,0.0,4.4,0.0,9.4,0.0,0.39,0.0,,,,,,0.22926829268292684,,,,1987-06-14
1109,87.0,6.0,15.0,4.0,1.0,1.0,1.0,49.0,0.0,,,4.8,0.0,2,0.0,5.2,0.0,0.1,3.0,,,,,,0.10612244897959185,,,,1987-06-15
1110,87.0,6.0,16.0,4.0,1.0,1.0,1.0,58.0,0.0,,,7.7,0.0,1,3.0,10,0.0,0.1,3.0,,,,,,0.1724137931034483,,,,1987-06-16
1111,87.0,6.0,17.0,4.0,1.0,1.0,1.0,60.0,0.0,,,5.5,0.0,2.8,0.0,19,0.0,0.56,0.0,,,,,,0.31666666666666665,,,,1987-06-17
1112,87.0,6.0,18.0,4.0,1.0,1.0,1.0,45.0,0.0,,,4.9,0.0,2,0.0,6.7,0.0,0.1,3.0,,,,,,0.1488888888888889,,,,1987-06-18
1113,87.0,6.0,19.0,4.0,1.0,1.0,1.0,36.0,0.0,,,2.1,0.0,2,0.0,8,0.0,0.1,3.0,,,,,,0.2222222222222222,,,,1987-06-19
1114,87.0,6.0,20.0,4.0,1.0,1.0,1.0,57.0,0.0,,,7.2,0.0,2,0.0,14,0.0,0.266,0.0,,,,,,0.24561403508771928,,,,1987-06-20
1115,87.0,6.0,21.0,4.0,1.0,1.0,1.0,60.0,0.0,,,1.7,0.0,2,0.0,5.5,0.0,0.36,0.0,,,,,,0.09166666666666666,,,,1987-06-21
1116,87.0,6.0,22.0,4.0,1.0,1.0,1.0,54.0,0.0,,,1.5,0.0,8.7,0.0,6.1,0.0,0.26,0.0,,,,,,0.11296296296296296,,,,1987-06-22
1117,87.0,6.0,23.0,4.0,1.0,1.0,1.0,60.0,0.0,,,5.3,0.0,5.9,0.0,19,0.0,0.44,0.0,,,,,,0.31666666666666665,,,,1987-06-23
1118,87.0,6.0,24.0,4.0,1.0,1.0,1.0,50.0,0.0,,,4.3,0.0,3,0.0,8,0.0,0.25,0.0,,,,,,0.16,,,,1987-06-24
1119,87.0,6.0,25.0,4.0,1.0,1.0,1.0,60.0,0.0,,,5.2,0.0,2.9,0.0,13,0.0,0.33,0.0,,,,,,0.21666666666666667,,,,1987-06-25
1120,87.0,6.0,26.0,4.0,1.0,1.0,1.0,56.0,0.0,,,6.9,0.0,4.8,0.0,12,0.0,0.23,0.0,,,,,,0.21428571428571427,,,,1987-06-26
1121,87.0,6.0,27.0,4.0,1.0,1.0,1.0,53.0,0.0,,,3.3,0.0,2.9,0.0,6,0.0,0.1,3.0,,,,,,0.11320754716981132,,,,1987-06-27
1122,87.0,6.0,28.0,4.0,1.0,1.0,1.0,46.0,0.0,,,3.3,0.0,2.5,0.0,4.7,0.0,0.1,3.0,,,,,,0.10217391304347827,,,,1987-06-28
1123,87.0,6.0,29.0,4.0,1.0,1.0,1.0,32.0,0.0,,,1.1,0.0,3.3,0.0,4.3,0.0,0.1,3.0,,,,,,0.134375,,,,1987-06-29
1124,87.0,6.0,30.0,4.0,1.0,1.0,1.0,32.0,0.0,,,1.2,0.0,2,0.0,2.6,0.0,0.1,3.0,,,,,,0.08125,,,,1987-06-30
1125,87.0,7.0,1.0,4.0,1.0,1.0,1.0,33.0,0.0,,,1.0,0.0,2.1,0.0,2,0.0,0.1,3.0,,,,,,0.06060606060606061,,,,1987-07-01
1126,87.0,7.0,2.0,4.0,1.0,1.0,1.0,45.0,0.0,,,4.9,0.0,4.1,0.0,13,0.0,0.23,0.0,,,,,,0.28888888888888886,,,,1987-07-02
1127,87.0,7.0,3.0,4.0,1.0,1.0,1.0,31.0,0.0,,,1.7,0.0,17,0.0,3.8,0.0,0.1,3.0,,,,,,0.12258064516129032,,,,1987-07-03
1128,87.0,7.0,4.0,4.0,1.0,1.0,1.0,30.0,0.0,,,2.0,0.0,2.7,0.0,7.1,0.0,0.1,3.0,,,,,,0.23666666666666666,,,,1987-07-04
1129,87.0,7.0,5.0,4.0,1.0,1.0,1.0,37.0,0.0,,,1.4,0.0,3.3,0.0,5.4,0.0,0.38,0.0,,,,,,0.14594594594594595,,,,1987-07-05
1130,87.0,7.0,6.0,4.0,1.0,1.0,1.0,43.0,0.0,,,2.2,0.0,1,3.0,7.4,0.0,0.1,3.0,,,,,,0.17209302325581396,,,,1987-07-06
1131,87.0,7.0,7.0,4.0,1.0,1.0,1.0,40.0,0.0,,,2.2,0.0,46,0.0,8.2,0.0,0.2,0.0,,,,,,0.205,,,,1987-07-07
1132,87.0,7.0,8.0,4.0,1.0,1.0,1.0,40.0,0.0,,,2.6,0.0,14,0.0,,,,,,,,,,0,,,,1987-07-08
1133,87.0,7.0,9.0,4.0,1.0,1.0,1.0,78.0,0.0,,,3.8,0.0,53,0.0,20,0.0,0.1,3.0,,,,,,0.2564102564102564,,,,1987-07-09
1134,87.0,7.0,10.0,4.0,1.0,1.0,1.0,61.0,0.0,,,5.2,0.0,49,0.0,14,0.0,0.25,0.0,,,,,,0.22950819672131148,,,,1987-07-10
1135,87.0,7.0,11.0,4.0,1.0,1.0,1.0,81.0,0.0,,,1.2,0.0,1,3.0,12,0.0,0.1,3.0,,,,,,0.14814814814814814,,,,1987-07-11
1136,87.0,7.0,12.0,4.0,1.0,1.0,1.0,73.0,0.0,,,1.2,0.0,2,0.0,1,3.0,0.1,3.0,,,,,,0.0136986301369863,,,,1987-07-12
1137,87.0,7.0,13.0,4.0,1.0,1.0,1.0,98.0,0.0,,,2.9,0.0,1,3.0,15,0.0,0.1,3.0,,,,,,0.15306122448979592,,,,1987-07-13
1138,87.0,7.0,14.0,4.0,1.0,1.0,1.0,76.0,0.0,,,2.0,0.0,1,3.0,4.4,0.0,0.1,3.0,,,,,,0.05789473684210527,,,,1987-07-14
1139,87.0,7.0,15.0,4.0,1.0,1.0,1.0,77.0,0.0,,,0.5,0.0,1,3.0,4.4,0.0,0.1,3.0,,,,,,0.05714285714285715,,,,1987-07-15
1140,87.0,7.0,16.0,4.0,1.0,1.0,1.0,56.0,0.0,,,0.3,0.0,2.4,0.0,3,0.0,0.1,3.0,,,,,,0.05357142857142857,,,,1987-07-16
1141,87.0,7.0,17.0,4.0,1.0,1.0,1.0,54.0,0.0,,,1.0,0.0,2.8,0.0,2.9,0.0,0.1,3.0,,,,,,0.053703703703703705,,,,1987-07-17
1142,87.0,7.0,18.0,4.0,1.0,1.0,1.0,72.0,0.0,,,1.3,0.0,16,0.0,5.9,0.0,0.3,0.0,,,,,,0.08194444444444444,,,,1987-07-18
1143,87.0,7.0,19.0,4.0,1.0,1.0,1.0,47.0,0.0,,,2.0,0.0,4.7,0.0,1,3.0,0.1,3.0,,,,,,0.02127659574468085,,,,1987-07-19
1144,87.0,7.0,20.0,4.0,1.0,1.0,1.0,56.0,0.0,,,1.6,0.0,1,3.0,7.6,0.0,0.37,0.0,,,,,,0.1357142857142857,,,,1987-07-20
1145,87.0,7.0,21.0,4.0,1.0,1.0,1.0,40.0,0.0,,,0.8,0.0,2,0.0,6.9,0.0,0.1,3.0,,,,,,0.17250000000000001,,,,1987-07-21
1146,87.0,7.0,22.0,4.0,1.0,1.0,1.0,64.0,0.0,,,1.5,0.0,2,0.0,8.5,0.0,0.25,0.0,,,,,,0.1328125,,,,1987-07-22
1147,87.0,7.0,23.0,4.0,1.0,1.0,1.0,76.0,0.0,,,0.9,0.0,2,0.0,7.2,0.0,0.21,0.0,,,,,,0.09473684210526316,,,,1987-07-23
1148,87.0,7.0,24.0,4.0,1.0,1.0,1.0,78.0,0.0,,,2.0,0.0,4,0.0,7.2,0.0,0.1,3.0,,,,,,0.09230769230769231,,,,1987-07-24
1149,87.0,7.0,25.0,4.0,1.0,1.0,1.0,70.0,0.0,,,3.8,0.0,2,0.0,15,0.0,0.35,0.0,,,,,,0.21428571428571427,,,,1987-07-25
1150,87.0,7.0,26.0,4.0,1.0,1.0,1.0,75.0,0.0,,,7.5,0.0,1,3.0,16,0.0,0.1,3.0,,,,,,0.21333333333333335,,,,1987-07-26
1151,87.0,7.0,27.0,4.0,1.0,1.0,1.0,79.0,0.0,,,3.8,0.0,1,3.0,7.6,0.0,0.1,3.0,,,,,,0.09620253164556962,,,,1987-07-27
1152,87.0,7.0,28.0,4.0,1.0,1.0,1.0,43.0,0.0,,,2.5,0.0,1,3.0,6.5,0.0,0.27,0.0,,,,,,0.1511627906976744,,,,1987-07-28
1153,87.0,7.0,29.0,4.0,1.0,1.0,1.0,58.0,0.0,,,4.0,0.0,3.2,0.0,12,0.0,0.24,0.0,,,,,,0.20689655172413793,,,,1987-07-29
1154,87.0,7.0,30.0,4.0,1.0,1.0,1.0,54.0,0.0,,,2.2,0.0,9.3,0.0,6,0.0,0.1,3.0,,,,,,0.1111111111111111,,,,1987-07-30
1155,87.0,7.0,31.0,4.0,1.0,1.0,1.0,46.0,0.0,,,3.5,0.0,1,3.0,10,0.0,0.4,0.0,,,,,,0.21739130434782608,,,,1987-07-31
1156,87.0,8.0,1.0,4.0,1.0,1.0,1.0,50.0,0.0,,,9.9,0.0,2.6,0.0,11,0.0,0.21,0.0,,,,,,0.22,,,,1987-08-01
1157,87.0,8.0,2.0,4.0,1.0,1.0,1.0,57.0,0.0,,,14.0,0.0,4,0.0,9.2,0.0,0.5,0.0,,,,,,0.1614035087719298,,,,1987-08-02
1158,87.0,8.0,3.0,4.0,1.0,1.0,1.0,61.0,0.0,,,9.6,0.0,9.5,0.0,11,0.0,0.1,3.0,,,,,,0.18032786885245902,,,,1987-08-03
1159,87.0,8.0,4.0,4.0,1.0,1.0,1.0,22.0,0.0,,,1.2,0.0,2.5,0.0,1,3.0,0.1,3.0,,,,,,0.045454545454545456,,,,1987-08-04
1160,87.0,8.0,5.0,4.0,1.0,1.0,1.0,30.0,0.0,,,5.7,0.0,1.6,0.0,13,0.0,0.28,0.0,,,,,,0.43333333333333335,,,,1987-08-05
1161,87.0,8.0,6.0,4.0,1.0,1.0,1.0,69.0,0.0,,,9.1,0.0,1.8,0.0,12,0.0,0.24,0.0,,,,,,0.17391304347826086,,,,1987-08-06
1162,87.0,8.0,7.0,4.0,1.0,1.0,1.0,10.0,0.0,,,1.2,0.0,1,3.0,2.3,0.0,0.1,3.0,,,,,,0.22999999999999998,,,,1987-08-07
1163,87.0,8.0,8.0,4.0,1.0,1.0,1.0,12.0,0.0,,,6.8,0.0,1.7,0.0,9,0.0,0.24,0.0,,,,,,0.75,,,,1987-08-08
1164,87.0,8.0,9.0,4.0,1.0,1.0,1.0,,,,,6.0,0.0,8.2,0.0,7.2,0.0,0.1,3.0,,,,,,,,,,1987-08-09
1165,87.0,8.0,19.0,4.0,1.0,1.0,1.0,18.0,0.0,,,1.1,0.0,3.8,0.0,2.4,0.0,0.48,0.0,,,,,,0.13333333333333333,,,,1987-08-19
1166,87.0,8.0,20.0,4.0,1.0,1.0,1.0,23.0,0.0,,,1.8,0.0,5.6,0.0,6.4,0.0,0.48,0.0,,,,,,0.2782608695652174,,,,1987-08-20
1167,87.0,8.0,21.0,4.0,1.0,1.0,1.0,36.0,0.0,,,1.5,0.0,4.1,0.0,13,0.0,0.28,0.0,,,,,,0.3611111111111111,,,,1987-08-21
1168,87.0,8.0,22.0,4.0,1.0,1.0,1.0,34.0,0.0,,,2.2,0.0,2.4,0.0,21,0.0,0.1,3.0,,,,,,0.6176470588235294,,,,1987-08-22
1169,87.0,8.0,23.0,4.0,1.0,1.0,1.0,42.0,0.0,,,2.0,0.0,3.5,0.0,7.4,0.0,0.34,0.0,,,,,,0.1761904761904762,,,,1987-08-23
1170,87.0,8.0,24.0,4.0,1.0,1.0,1.0,60.0,0.0,,,2.9,0.0,1.6,0.0,7.4,0.0,0.1,3.0,,,,,,0.12333333333333334,,,,1987-08-24
1171,87.0,8.0,25.0,4.0,1.0,1.0,1.0,47.0,0.0,,,3.0,0.0,1.7,0.0,22,0.0,0.34,0.0,,,,,,0.46808510638297873,,,,1987-08-25
1172,87.0,8.0,26.0,4.0,1.0,1.0,1.0,49.0,0.0,,,2.5,0.0,27,0.0,16,0.0,0.1,3.0,,,,,,0.32653061224489793,,,,1987-08-26
1173,87.0,8.0,27.0,4.0,1.0,1.0,1.0,89.0,0.0,,,6.0,0.0,2.5,0.0,8.8,0.0,0.42,0.0,,,,,,0.09887640449438204,,,,1987-08-27
1174,87.0,8.0,28.0,4.0,1.0,1.0,1.0,84.0,0.0,,,8.4,0.0,3.7,0.0,18,0.0,0.32,0.0,,,,,,0.21428571428571427,,,,1987-08-28
1175,87.0,8.0,29.0,4.0,1.0,1.0,1.0,38.0,0.0,,,2.2,0.0,7.6,0.0,27,0.0,0.22,0.0,,,,,,0.7105263157894737,,,,1987-08-29
1176,87.0,8.0,30.0,4.0,1.0,1.0,1.0,23.0,0.0,,,0.2,0.0,2.5,0.0,9,0.0,0.32,0.0,,,,,,0.391304347826087,,,,1987-08-30
