,YY,MM,DD,ST,PL,MD,DU,TSP,Q_TSP,SO2,Q_SO2,SO4,Q_SO4,HG,Q_HG,PB,Q_PB,CD,Q_CD,NO2,Q_NO2,NO,Q_NO,Примечание,с  аэрозол,Unnamed: 25,Unnamed: 26,Unnamed: 27,y_m
201,84.0,9.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,4.97,0.0,0.2,0.0,,,,,,,,,,1984-09-21
202,84.0,9.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,27.4,0.0,0.45,0.0,,,,,,,,,,1984-09-23
203,84.0,9.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,23.1,0.0,0.51,0.0,,,,,,,,,,1984-09-24
204,84.0,9.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,28.5,0.0,0.54,0.0,,,,,,,,,,1984-09-26
205,84.0,9.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,19.4,0.0,0.64,0.0,,,,,,,,,,1984-09-27
206,84.0,9.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,11.6,0.0,0.26,0.0,,,,,,,,,,1984-09-29
207,84.0,9.0,30.0,4.0,1.0,1.0,1.0,,,,,,,,,3.68,0.0,0.2,0.0,,,,,,,,,,1984-09-30
208,84.0,10.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,11.4,0.0,0.48,0.0,,,,,,,,,,1984-10-02
209,84.0,10.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,11.4,0.0,0.48,0.0,,,,,,,,,,1984-10-03
210,84.0,10.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,31.4,0.0,0.76,0.0,,,,,,,,,,1984-10-05
211,84.0,10.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,9.42,0.0,0.36,0.0,,,,,,,,,,1984-10-06
212,84.0,10.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,18.2,0.0,0.49,0.0,,,,,,,,,,1984-10-08
213,84.0,10.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,9.12,0.0,0.28,0.0,,,,,,,,,,1984-10-09
214,84.0,10.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,6.08,0.0,,,,,,,,,,,,1984-10-11
215,84.0,10.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,6.37,0.0,,,,,,,,,,,,1984-10-12
216,84.0,10.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,2.33,0.0,0.25,0.0,,,,,,,,,,1984-10-14
217,84.0,10.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,5.16,0.0,0.21,0.0,,,,,,,,,,1984-10-15
218,84.0,10.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,7.45,0.0,0.35,0.0,,,,,,,,,,1984-10-17
219,84.0,10.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,30.4,0.0,,,,,,,,,,,,1984-10-18
220,84.0,10.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,41.8,0.0,0.74,0.0,,,,,,,,,,1984-10-20
221,84.0,10.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,38,0.0,0.34,0.0,,,,,,,,,,1984-10-21
222,84.0,10.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,23.6,0.0,0.57,0.0,,,,,,,,,,1984-10-23
223,84.0,10.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,13.1,0.0,0.3,0.0,,,,,,,,,,1984-10-24
224,84.0,10.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,14.5,0.0,0.23,0.0,,,,,,,,,,1984-10-26
225,84.0,10.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,32.4,0.0,0.59,0.0,,,,,,,,,,1984-10-27
226,84.0,10.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,3.38,0.0,,,,,,,,,,,,1984-10-29
227,84.0,10.0,30.0,4.0,1.0,1.0,1.0,,,,,,,,,12.5,0.0,0.33,0.0,,,,,,,,,,1984-10-30
228,84.0,11.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,5.7,0.0,,,,,,,,,,,,1984-11-01
229,84.0,11.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,27.2,0.0,1.13,0.0,,,,,,,,,,1984-11-02
230,84.0,11.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,7.41,0.0,0.99,0.0,,,,,,,,,,1984-11-04
231,84.0,11.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,4.19,0.0,,,,,,,,,,,,1984-11-05
232,84.0,11.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,4.77,0.0,,,,,,,,,,,,1984-11-07
233,84.0,11.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,5.85,0.0,,,,,,,,,,,,1984-11-08
234,84.0,11.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,6.66,0.0,0.35,0.0,,,,,,,,,,1984-11-10
235,84.0,11.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,20.2,0.0,1.06,0.0,,,,,,,,,,1984-11-11
236,84.0,11.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,39.8,0.0,1.37,0.0,,,,,,,,,,1984-11-13
237,84.0,11.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,25.9,0.0,0.92,0.0,,,,,,,,,,1984-11-14
238,84.0,11.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,30.4,0.0,1.35,0.0,,,,,,,,,,1984-11-16
239,84.0,11.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,15.5,0.0,0.46,0.0,,,,,,,,,,1984-11-17
240,84.0,11.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,14.7,0.0,0.59,0.0,,,,,,,,,,1984-11-19
241,84.0,11.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,24.2,0.0,0.6,0.0,,,,,,,,,,1984-11-20
242,84.0,11.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,24,0.0,1.09,0.0,,,,,,,,,,1984-11-22
243,84.0,11.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,19.8,0.0,0.63,0.0,,,,,,,,,,1984-11-23
244,84.0,11.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,6.67,0.0,0.28,0.0,,,,,,,,,,1984-11-25
245,84.0,11.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,7.88,0.0,0.26,0.0,,,,,,,,,,1984-11-26
246,84.0,11.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,16.2,0.0,1.62,0.0,,,,,,,,,,1984-11-28
247,84.0,11.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,11.7,0.0,0.67,0.0,,,,,,,,,,1984-11-29
248,84.0,12.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,17.7,0.0,0.43,0.0,,,,,,,,,,1984-12-01
249,84.0,12.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,27.9,0.0,0.71,0.0,,,,,,,,,,1984-12-02
250,84.0,12.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,23.2,0.0,0.67,0.0,,,,,,,,,,1984-12-04
251,84.0,12.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,14.2,0.0,0.29,0.0,,,,,,,,,,1984-12-05
252,84.0,12.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,10.7,0.0,0.38,0.0,,,,,,,,,,1984-12-07
253,84.0,12.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,24.5,0.0,0.47,0.0,,,,,,,,,,1984-12-08
254,84.0,12.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,10.9,0.0,0.27,0.0,,,,,,,,,,1984-12-10
255,84.0,12.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,8.85,0.0,,,,,,,,,,,,1984-12-11
256,84.0,12.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,22.4,0.0,0.64,0.0,,,,,,,,,,1984-12-13
257,84.0,12.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,15.2,0.0,0.55,0.0,,,,,,,,,,1984-12-14
258,84.0,12.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,14.2,0.0,0.28,0.0,,,,,,,,,,1984-12-16
259,84.0,12.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,8.15,0.0,0.45,0.0,,,,,,,,,,1984-12-17
260,84.0,12.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,19.8,0.0,0.39,0.0,,,,,,,,,,1984-12-19
261,84.0,12.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,23.1,0.0,0.71,0.0,,,,,,,,,,1984-12-20
262,84.0,12.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,17.6,0.0,0.45,0.0,,,,,,,,,,1984-12-22
263,84.0,12.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,15,0.0,0.33,0.0,,,,,,,,,,1984-12-23
264,84.0,12.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,13.2,0.0,0.39,0.0,,,,,,,,,,1984-12-25
265,84.0,12.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,12.3,0.0,1.08,0.0,,,,,,,,,,1984-12-26
266,84.0,12.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,19.2,0.0,0.37,0.0,,,,,,,,,,1984-12-28
267,84.0,12.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,36,0.0,2.29,0.0,,,,,,,,,,1984-12-29
268,84.0,12.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,9.4,0.0,0.46,0.0,,,,,,,,,,1984-12-31
269,85.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,7.9,0.0,0.23,0.0,,,,,,,,,,1985-01-01
270,85.0,1.0,3.0,4.0,1.0,1.0,1.0,64.0,0.0,,,11.0,0.0,,,16,0.0,0.68,0.0,,,,,,0.25,,,,1985-01-03
271,85.0,1.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,16,0.0,0.87,0.0,,,,,,,,,,1985-01-04
272,85.0,1.0,6.0,4.0,1.0,1.0,1.0,140.0,0.0,,,23.0,0.0,,,28,0.0,0.62,0.0,,,,,,0.2,,,,1985-01-06
273,85.0,1.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,16,0.0,3.6,0.0,,,,,,,,,,1985-01-07
274,85.0,1.0,9.0,4.0,1.0,1.0,1.0,55.0,0.0,,,10.0,0.0,,,20,0.0,1.5,0.0,,,,,,0.36363636363636365,,,,1985-01-09
275,85.0,1.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,24,0.0,1.7,0.0,,,,,,,,,,1985-01-10
276,85.0,1.0,12.0,4.0,1.0,1.0,1.0,37.0,0.0,,,5.2,0.0,,,38,0.0,0.99,0.0,,,,,,1.027027027027027,,,,1985-01-12
277,85.0,1.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,30,0.0,0.64,0.0,,,,,,,,,,1985-01-13
278,85.0,1.0,15.0,4.0,1.0,1.0,1.0,26.0,0.0,,,2.0,0.0,,,11,0.0,0.62,0.0,,,,,,0.4230769230769231,,,,1985-01-15
279,85.0,1.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,4.8,0.0,0.32,0.0,,,,,,,,,,1985-01-16
280,85.0,1.0,18.0,4.0,1.0,1.0,1.0,18.0,0.0,,,1.7,0.0,,,2.4,0.0,0.26,0.0,,,,,,0.13333333333333333,,,,1985-01-18
281,85.0,1.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,4.2,0.0,,,,,,,,,,,,1985-01-19
282,85.0,1.0,21.0,4.0,1.0,1.0,1.0,51.0,0.0,,,2.1,0.0,,,11,0.0,0.41,0.0,,,,,,0.21568627450980393,,,,1985-01-21
283,85.0,1.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,12,0.0,0.29,0.0,,,,,,,,,,1985-01-22
284,85.0,1.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,24,0.0,0.56,0.0,,,,,,,,,,1985-01-23
285,85.0,1.0,24.0,4.0,1.0,1.0,1.0,36.0,0.0,,,3.1,0.0,,,13,0.0,,,,,,,,0.3611111111111111,,,,1985-01-24
286,85.0,1.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,28,0.0,0.59,0.0,,,,,,,,,,1985-01-26
287,85.0,1.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,17,0.0,0.31,0.0,,,,,,,,,,1985-01-27
288,85.0,1.0,28.0,4.0,1.0,1.0,1.0,21.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,1985-01-28
289,85.0,1.0,30.0,4.0,1.0,1.0,1.0,55.0,0.0,,,2.5,0.0,,,9.6,0.0,,,,,,,,0.17454545454545453,,,,1985-01-30
290,85.0,1.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,19,0.0,0.39,0.0,,,,,,,,,,1985-01-31
291,85.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,17,0.0,0.38,0.0,,,,,,,,,,1985-02-01
292,85.0,2.0,2.0,4.0,1.0,1.0,1.0,9.5,0.0,,,3.9,0.0,,,20,0.0,0.34,0.0,,,,,,2.1052631578947367,,,,1985-02-02
293,85.0,2.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,9.3,0.0,,,,,,,,,,,,1985-02-03
294,85.0,2.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,25,0.0,0.76,0.0,,,,,,,,,,1985-02-04
295,85.0,2.0,5.0,4.0,1.0,1.0,1.0,9.4,0.0,,,4.7,0.0,,,22,0.0,0.88,0.0,,,,,,2.3404255319148937,,,,1985-02-05
296,85.0,2.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,57,0.0,1.6,0.0,,,,,,,,,,1985-02-06
297,85.0,2.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,61,0.0,2.8,0.0,,,,,,,,,,1985-02-07
298,85.0,2.0,8.0,4.0,1.0,1.0,1.0,7.0,0.0,,,3.0,0.0,,,23,0.0,0.55,0.0,,,,,,3.2857142857142856,,,,1985-02-08
299,85.0,2.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,11,0.0,0.67,0.0,,,,,,,,,,1985-02-09
300,85.0,2.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,12,0.0,0.3,0.0,,,,,,,,,,1985-02-10
301,85.0,2.0,11.0,4.0,1.0,1.0,1.0,12.0,0.0,,,3.2,0.0,,,26,0.0,1.4,0.0,,,,,,2.1666666666666665,,,,1985-02-11
302,85.0,2.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,29,0.0,0.75,0.0,,,,,,,,,,1985-02-12
303,85.0,2.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,33,0.0,0.68,0.0,,,,,,,,,,1985-02-13
304,85.0,2.0,14.0,4.0,1.0,1.0,1.0,39.0,0.0,,,8.0,0.0,,,32,0.0,0.55,0.0,,,,,,,,,,1985-02-14
305,85.0,2.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,8.2,0.0,0.49,0.0,,,,,,,,,,1985-02-16
306,85.0,2.0,17.0,4.0,1.0,1.0,1.0,,,,,2.2,0.0,,,11,0.0,0.49,0.0,,,,,,,,,,1985-02-17
307,85.0,2.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,25,0.0,0.69,0.0,,,,,,,,,,1985-02-18
308,85.0,2.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,35,0.0,0.85,0.0,,,,,,,,,,1985-02-19
309,85.0,2.0,20.0,4.0,1.0,1.0,1.0,50.0,0.0,,,10.0,0.0,,,46,0.0,1,0.0,,,,,,0.92,,,,1985-02-20
310,85.0,2.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,36,0.0,0.98,0.0,,,,,,,,,,1985-02-21
311,85.0,2.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,39,0.0,1.1,0.0,,,,,,,,,,1985-02-22
312,85.0,2.0,23.0,4.0,1.0,1.0,1.0,14.0,0.0,,,8.5,0.0,,,37,0.0,1.9,0.0,,,,,,2.642857142857143,,,,1985-02-23
313,85.0,2.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,23,0.0,0.28,0.0,,,,,,,,,,1985-02-24
314,85.0,2.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,34,0.0,0.33,0.0,,,,,,,,,,1985-02-25
315,85.0,2.0,26.0,4.0,1.0,1.0,1.0,42.0,0.0,,,11.0,0.0,,,41,0.0,0.82,0.0,,,,,,0.9761904761904762,,,,1985-02-26
316,85.0,2.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,43,0.0,0.71,0.0,,,,,,,,,,1985-02-27
317,85.0,2.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,56,0.0,1.1,0.0,,,,,,,,,,1985-02-28
318,85.0,3.0,1.0,4.0,1.0,1.0,1.0,53.0,0.0,,,10.0,0.0,,,28,0.0,0.53,0.0,,,,,,0.5283018867924528,,,,1985-03-01
319,85.0,3.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,27,0.0,0.34,0.0,,,,,,,,,,1985-03-02
320,85.0,3.0,3.0,4.0,1.0,1.0,1.0,78.0,0.0,,,12.0,0.0,,,53,0.0,1,0.0,,,,,,0.6794871794871795,,,,1985-03-03
321,85.0,3.0,4.0,4.0,1.0,1.0,1.0,64.0,0.0,,,9.1,0.0,,,49,0.0,0.51,0.0,,,,,,0.765625,,,,1985-03-04
322,85.0,3.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,30,0.0,0.63,0.0,,,,,,,,,,1985-03-05
323,85.0,3.0,6.0,4.0,1.0,1.0,1.0,76.0,0.0,,,14.0,0.0,,,21,0.0,0.62,0.0,,,,,,0.27631578947368424,,,,1985-03-06
324,85.0,3.0,7.0,4.0,1.0,1.0,1.0,51.0,0.0,,,8.0,0.0,,,19,0.0,0.64,0.0,,,,,,0.37254901960784315,,,,1985-03-07
325,85.0,3.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,17,0.0,0.44,0.0,,,,,,,,,,1985-03-08
326,85.0,3.0,9.0,4.0,1.0,1.0,1.0,70.0,0.0,,,12.0,0.0,,,44,0.0,1.1,0.0,,,,,,0.6285714285714286,,,,1985-03-09
327,85.0,3.0,10.0,4.0,1.0,1.0,1.0,89.0,0.0,,,9.6,0.0,,,35,0.0,1.3,0.0,,,,,,0.39325842696629215,,,,1985-03-10
328,85.0,3.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,31,0.0,1.1,0.0,,,,,,,,,,1985-03-11
329,85.0,3.0,12.0,4.0,1.0,1.0,1.0,55.0,0.0,,,10.5,0.0,,,30,0.0,0.82,0.0,,,,,,0.5454545454545454,,,,1985-03-12
330,85.0,3.0,13.0,4.0,1.0,1.0,1.0,55.0,0.0,,,16.0,0.0,,,19,0.0,0.33,0.0,,,,,,0.34545454545454546,,,,1985-03-13
331,85.0,3.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,32,0.0,0.75,0.0,,,,,,,,,,1985-03-14
332,85.0,3.0,15.0,4.0,1.0,1.0,1.0,73.0,0.0,,,10.0,0.0,,,23,0.0,0.57,0.0,,,,,,0.3150684931506849,,,,1985-03-15
333,85.0,3.0,16.0,4.0,1.0,1.0,1.0,70.0,0.0,,,6.7,0.0,,,4.6,0.0,,,,,,,,0.06571428571428571,,,,1985-03-16
334,85.0,3.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,8.8,0.0,,,,,,,,,,,,1985-03-17
335,85.0,3.0,18.0,4.0,1.0,1.0,1.0,64.0,0.0,,,7.5,0.0,,,16,0.0,0.24,0.0,,,,,,0.25,,,,1985-03-18
336,85.0,3.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,22,0.0,0.48,0.0,,,,,,,,,,1985-03-19
337,85.0,3.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,23,0.0,0.3,0.0,,,,,,,,,,1985-03-20
338,85.0,3.0,21.0,4.0,1.0,1.0,1.0,46.0,0.0,,,7.3,0.0,,,25,0.0,0.45,0.0,,,,,,0.5434782608695652,,,,1985-03-21
339,85.0,3.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,13,0.0,0.41,0.0,,,,,,,,,,1985-03-22
340,85.0,3.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,26,0.0,0.36,0.0,,,,,,,,,,1985-03-23
341,85.0,3.0,24.0,4.0,1.0,1.0,1.0,54.0,0.0,,,6.5,0.0,,,29,0.0,0.84,0.0,,,,,,0.5370370370370371,,,,1985-03-24
342,85.0,3.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,27,0.0,0.61,0.0,,,,,,,,,,1985-03-25
343,85.0,3.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,39,0.0,1,0.0,,,,,,,,,,1985-03-26
344,85.0,3.0,27.0,4.0,1.0,1.0,1.0,65.0,0.0,,,10.0,0.0,,,22,0.0,0.29,0.0,,,,,,0.3384615384615385,,,,1985-03-27
345,85.0,3.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,31,0.0,0.5,0.0,,,,,,,,,,1985-03-28
346,85.0,3.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,10,0.0,0.3,0.0,,,,,,,,,,1985-03-29
347,85.0,3.0,30.0,4.0,1.0,1.0,1.0,32.0,0.0,,,2.0,0.0,,,6.4,0.0,0.27,0.0,,,,,,0.2,,,,1985-03-30
348,85.0,3.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,15,0.0,0.28,0.0,,,,,,,,,,1985-03-31
349,85.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,22,0.0,0.44,0.0,,,,,,,,,,1985-04-01
350,85.0,4.0,2.0,4.0,1.0,1.0,1.0,66.0,0.0,,,3.5,0.0,,,14,0.0,0.7,0.0,,,,,,0.21212121212121213,,,,1985-04-02
351,85.0,4.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,8.9,0.0,0.37,0.0,,,,,,,,,,1985-04-03
352,85.0,4.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,6.3,0.0,0.4,0.0,,,,,,,,,,1985-04-04
353,85.0,4.0,5.0,4.0,1.0,1.0,1.0,53.0,0.0,,,0.9,0.0,,,4.2,0.0,,,,,,,,0.07924528301886793,,,,1985-04-05
354,85.0,4.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,4.6,0.0,0.2,0.0,,,,,,,,,,1985-04-06
355,85.0,4.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,12,0.0,0.46,0.0,,,,,,,,,,1985-04-07
356,85.0,4.0,8.0,4.0,1.0,1.0,1.0,78.0,0.0,,,2.0,0.0,,,14,0.0,0.5,0.0,,,,,,0.1794871794871795,,,,1985-04-08
357,85.0,4.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,14,0.0,0.44,0.0,,,,,,,,,,1985-04-09
358,85.0,4.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,7.6,0.0,0.36,0.0,,,,,,,,,,1985-04-10
359,85.0,4.0,11.0,4.0,1.0,1.0,1.0,45.0,0.0,,,0.9,0.0,,,6.3,0.0,0.37,0.0,,,,,,0.13999999999999999,,,,1985-04-11
360,85.0,4.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,8.6,0.0,0.22,0.0,,,,,,,,,,1985-04-12
361,85.0,4.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,5.7,0.0,0.34,0.0,,,,,,,,,,1985-04-13
362,85.0,4.0,14.0,4.0,1.0,1.0,1.0,71.0,0.0,,,1.2,0.0,,,7.5,0.0,0.24,0.0,,,,,,0.1056338028169014,,,,1985-04-14
363,85.0,4.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,15,0.0,0.37,0.0,,,,,,,,,,1985-04-15
364,85.0,4.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,17,0.0,0.44,0.0,,,,,,,,,,1985-04-16
365,85.0,4.0,17.0,4.0,1.0,1.0,1.0,58.0,0.0,,,2.0,0.0,,,10,0.0,0.27,0.0,,,,,,0.1724137931034483,,,,1985-04-17
366,85.0,4.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,12,0.0,0.38,0.0,,,,,,,,,,1985-04-18
367,85.0,4.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,5.5,0.0,0.29,0.0,,,,,,,,,,1985-04-19
368,85.0,4.0,20.0,4.0,1.0,1.0,1.0,61.0,0.0,,,0.9,0.0,,,,,0.31,0.0,,,,,,0,,,,1985-04-20
369,85.0,4.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,15,0.0,0.66,0.0,,,,,,,,,,1985-04-21
370,85.0,4.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,12,0.0,0.21,0.0,,,,,,,,,,1985-04-22
371,85.0,4.0,23.0,4.0,1.0,1.0,1.0,120.0,0.0,,,1.7,0.0,,,15,0.0,0.22,0.0,,,,,,0.125,,,,1985-04-23
372,85.0,4.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,25,0.0,0.52,0.0,,,,,,,,,,1985-04-24
373,85.0,4.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,18,0.0,0.59,0.0,,,,,,,,,,1985-04-25
374,85.0,4.0,26.0,4.0,1.0,1.0,1.0,69.0,0.0,,,1.4,0.0,,,5.6,0.0,0.21,0.0,,,,,,0.08115942028985507,,,,1985-04-26
375,85.0,4.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,5.9,0.0,,,,,,,,,,,,1985-04-27
376,85.0,4.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,7.8,0.0,0.27,0.0,,,,,,,,,,1985-04-28
377,85.0,4.0,29.0,4.0,1.0,1.0,1.0,40.0,0.0,,,5.3,0.0,,,28,0.0,1,0.0,,,,,,0.7,,,,1985-04-29
378,85.0,4.0,30.0,4.0,1.0,1.0,1.0,,,,,,,,,3.9,0.0,,,,,,,,,,,,1985-04-30
379,85.0,5.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,10,0.0,0.49,0.0,,,,,,,,,,1985-05-01
380,85.0,5.0,2.0,4.0,1.0,1.0,1.0,69.0,0.0,,,2.3,0.0,,,17,0.0,0.32,0.0,,,,,,0.2463768115942029,,,,1985-05-02
381,85.0,5.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,42,0.0,2,0.0,,,,,,,,,,1985-05-03
382,85.0,5.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,17,0.0,0.55,0.0,,,,,,,,,,1985-05-04
383,85.0,5.0,5.0,4.0,1.0,1.0,1.0,122.0,0.0,,,1.9,0.0,,,12,0.0,0.33,0.0,,,,,,0.09836065573770492,,,,1985-05-05
384,85.0,5.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,41,0.0,1,0.0,,,,,,,,,,1985-05-06
385,85.0,5.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,21,0.0,0.62,0.0,,,,,,,,,,1985-05-07
386,85.0,5.0,8.0,4.0,1.0,1.0,1.0,88.0,0.0,,,3.7,0.0,,,20,0.0,0.35,0.0,,,,,,0.22727272727272727,,,,1985-05-08
387,85.0,5.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,5.6,0.0,0.26,0.0,,,,,,,,,,1985-05-09
388,85.0,5.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,5.4,0.0,0.26,0.0,,,,,,,,,,1985-05-10
389,85.0,5.0,11.0,4.0,1.0,1.0,1.0,81.0,0.0,,,1.8,0.0,,,9.4,0.0,0.35,0.0,,,,,,0.11604938271604939,,,,1985-05-11
