date,TSP,SO2,SO4,NO2,YY,MM,TSP_resid,SO2_resid,SO4_resid,NO2_resid
2013-09-01,44.07142857142857,0.28333333333333327,0.6546428571428572,6.32,13,9,-0.28366842391564395,-0.019775525787035342,0.1772834585257958,-0.07498841487308261
2013-10-01,13.8125,0.46935483870967737,1.6412499999999999,9.604761904761906,13,10,0.22313087675749932,-0.2881587188231163,-0.7442270903421813,0.15062615094616816
2013-11-01,20.666666666666668,0.47833333333333333,2.066333333333333,7.485000000000001,13,11,-0.6493044388990206,-0.013271116708052255,0.5850443657936414,0.38133713499920696
2014-12-01,18.1875,1.77741935483871,3.22625,14.076190476190474,14,12,0.3433190270186599,-0.30683149064384074,0.27449071913685047,-0.1701405454350371
2014-01-01,14.0,0.8434782608695651,2.0453125,9.093333333333334,14,1,-0.16991564814860105,0.19409751390436147,0.21174904141936002,0.023280946679560266
2014-02-01,12.846153846153847,1.732142857142857,2.816923076923077,9.88823529411765,14,2,-0.5219385169994459,-1.055161800630902,-0.3473163142007025,-0.25087723610762636
2014-03-01,19.8125,1.5387096774193547,3.5025,7.523529411764706,14,3,-0.6119636432103488,-0.26366729863680316,0.18341720792043814,0.0701125938502658
2014-04-01,70.53333333333333,1.1066666666666662,2.454,5.275,14,4,-0.44800137470613244,0.27343705431913296,0.5210955255552401,-0.06398702645049958
2014-05-01,89.875,0.7,2.03875,2.528571428571428,14,5,0.4213759199661493,0.10382167712428882,-0.11426223522693102,-0.17364322860140802
2014-06-01,63.857142857142854,0.31,2.3713333333333337,5.214999999999999,14,6,0.1502044388001389,0.3132014283634563,0.04969110887023931,-0.5716272455834295
2014-07-01,49.25,0.7216666666666666,1.7175000000000002,1.823809523809524,14,7,0.2129596174447803,-0.1999758640683531,0.5147455383584764,0.2828277576518208
2014-08-01,53.875,0.23548387096774187,1.548125,0.7071428571428572,14,8,-0.0555458145442449,0.9048707302710686,0.053305454552874165,-0.9964145480939819
2014-09-01,45.6,0.6416666666666668,2.2239999999999998,2.0599999999999996,14,9,0.29792357113588164,-0.596628841269285,-0.20872740614069174,-1.5926364456930169
2014-10-01,21.5,0.5064516129032258,1.6506250000000007,3.338095238095238,14,10,0.18088411314902864,0.6536122554378405,0.5428799813673987,-0.2513782257929359
2014-11-01,10.733333333333333,0.8566666666666667,1.6093333333333333,10.085,14,11,-0.1142161041095835,-0.22275977631029253,-0.13448729375206003,-0.07505912373767543
2015-12-01,18.1875,1.77741935483871,3.22625,14.076190476190474,15,12,-0.4439700684329808,0.25831523766012665,-0.21038473817832065,0.8663194626625201
2015-01-01,13.875,0.635483870967742,0.9981249999999999,4.540476190476191,15,1,0.036377360523041524,-0.06844694373536453,0.37180655982753996,0.3620137039326181
2015-02-01,19.153846153846153,0.6714285714285715,0.5646153846153846,6.150000000000001,15,2,-0.43507553467585947,-1.2521212961956572,-0.9799387440966293,-0.5721338854524167
2015-03-01,29.125,0.774193548387097,1.2337500000000001,5.838095238095238,15,3,-0.11042095259943929,-1.1277245243416643,-1.108586346738714,0.10452524716154632
2015-04-01,88.86666666666666,0.14166666666666655,0.38499999999999995,4.209999999999999,15,4,-0.10171878462886763,-0.15493698548105578,0.17485359634552017,0.1741765462241629
2015-05-01,121.625,0.05967741935483874,0.23705882352941174,3.6476190476190475,15,5,0.4988784131934647,-1.7258185865251023,-1.2419832487028426,0.024971607261770945
2015-06-01,78.86666666666666,0.08933333333333333,0.022000000000000002,4.08,15,6,0.34159506737267975,-1.4461621131668174,-0.9220227710159042,0.2416692724365328
2015-07-01,39.6875,0.09193548387096769,0.13125,2.58,15,7,0.2708626611241609,-0.45763607487070024,-2.9204728050440645,0.15039839754962148
2015-08-01,29.0,0.10483870967741936,0.11874999999999997,3.3333333333333335,15,8,-0.39004653809869927,-0.6567353817759654,0.16274224496048273,-0.20241031295668488
2015-09-01,54.2,0.3716666666666667,0.4663333333333333,3.285,15,9,-0.3572082247463073,-0.3882575445185825,-0.730586623773176,0.2713541429266446
2015-10-01,29.0625,0.432258064516129,0.754375,4.5095238095238095,15,10,0.47284185165781745,0.58511401865766,0.5193046799719884,-0.13868568851620067
2015-11-01,35.5,0.41666666666666674,0.5382142857142858,6.800000000000002,15,11,0.1515840321036368,0.13311393615129596,0.4516502641432534,0.06361106985207221
2016-12-01,18.1875,1.77741935483871,3.22625,6.68095238095238,16,12,0.0,0.0,0.0,0.0
2016-01-01,18.875,1.3645161290322578,0.8006249999999999,9.00952380952381,16,1,0.0,0.0,0.0,0.0
2016-02-01,19.153846153846153,0.8310344827586205,0.5646153846153846,3.4444444444444446,16,2,0.0,0.0,0.0,0.0
2016-03-01,45.285714285714285,0.8096774193548388,1.355,7.047619047619047,16,3,0.0,0.0,0.0,0.0
2016-04-01,40.93333333333333,0.6566666666666666,0.8056666666666668,4.052631578947368,16,4,0.0,0.0,0.0,0.0
2016-05-01,78.82352941176471,0.6006451612903225,1.141764705882353,4.274999999999999,16,5,0.0,0.0,0.0,0.0
2016-06-01,49.470588235294116,0.6066666666666669,0.9158823529411766,3.96,16,6,0.0,0.0,0.0,0.0
2016-07-01,64.6923076923077,0.27037037037037037,1.2446153846153847,2.583333333333334,16,7,0.0,0.0,0.0,0.0
2016-08-01,40.75,0.23548387096774193,0.815,3.0095238095238095,16,8,0.0,0.0,0.0,0.0
2016-09-01,26.8,0.23666666666666678,0.718,4.944999999999999,16,9,0.0,0.0,0.0,0.0
2016-10-01,13.933333333333334,1.0129032258064516,1.4566666666666663,5.214285714285714,16,10,0.0,0.0,0.0,0.0
2016-11-01,19.0,0.6379310344827588,1.547857142857143,5.344999999999999,16,11,0.0,0.0,0.0,0.0
2017-12-01,18.1875,1.77741935483871,3.22625,6.68095238095238,17,12,0.0,0.0,0.0,0.0
2017-01-01,13.25,0.9129032258064514,1.0437499999999997,8.166666666666666,17,1,0.0,0.0,0.0,0.0
2017-02-01,22.46153846153846,0.432142857142857,0.5884615384615384,8.894444444444442,17,2,0.0,0.0,0.0,0.0
2017-03-01,30.5,0.3903225806451612,0.613125,5.285714285714285,17,3,0.0,0.0,0.0,0.0
2017-04-01,53.2,0.4966666666666667,0.9640000000000001,6.1450000000000005,17,4,0.0,0.0,0.0,0.0
2017-05-01,87.39,0.5155172413793102,0.6658823529411766,4.8238095238095235,17,5,0.0,0.0,0.0,0.0
2017-06-01,74.07142857142857,0.3749999999999999,0.4014285714285715,4.15,17,6,0.0,0.0,0.0,0.0
2017-07-01,64.3125,0.21666666666666673,0.6437499999999999,2.861904761904762,17,7,0.0,0.0,0.0,0.0
2017-08-01,35.0,0.3142857142857142,0.7756249999999999,3.142857142857143,17,8,0.0,0.0,0.0,0.0
2017-09-01,39.4,0.5233333333333333,1.098,2.8350000000000004,17,9,0.0,0.0,0.0,0.0
2017-10-01,13.933333333333334,1.0129032258064516,1.4566666666666663,5.214285714285714,17,10,0.0,0.0,0.0,0.0
2017-11-01,19.0,0.6379310344827588,1.547857142857143,5.344999999999999,17,11,0.0,0.0,0.0,0.0
